Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Inward issue link (Work item split),Outward issue link (Work item split),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Activation Date),Custom field (Actual results),Custom field (Affected services),Custom field (Approvals),Custom field (Bug Template),Custom field (Category),Custom field (Content type),Custom field (Development),Custom field (Due date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected results),Custom field (Focus Areas),Custom field (Goals),Custom field (Handover Points),Custom field (Issue color),Custom field (Location),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Publication date),Custom field (Quality Level),Custom field (Rank),Custom field (Release End Date),Custom field (Release Risk),Custom field (Release Start Date),Custom field (Release State),Custom field (Release Status),Custom field (Release notes),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (SURE Jira link),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Custom field (StackState Team),Custom field (Start date),Custom field (Steps to reproduce),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target Fix Date),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Template),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (uuid),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
[Dashboards] Warn user when (accidentally) closing variables or widget edit drawers,STAC-23499,47340,User Story,Closed,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,None,Done,Samuel Jones,712020:a950806e-86c0-42f7-b531-66e40f57b9ee,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,06/Oct/25 9:01 AM,13/Nov/25 5:46 PM,12/Nov/25 1:11 PM,13/Nov/25 5:46 PM,,,,0,,,"

*Acceptance criteria*

* we should avoid extra notifications but persist the intentional (esc click, or drawer overlay click) dirty state for a specific widget (by id), variables list, add variable, edit dashboard props, edit view props, and all other drawers where we have edit+save functionality. 
* When a user closes a drawer via clicking the negative space or via the {{esc}} key we consider it a soft close that can be accidental:
** The changes are not applied, but they are remembered
** The next time the same drawer is opened the remembered changes are still there, pre-filled 
** Only the state of the drawer that was closed last is remembered
** When opening a different drawer the remembered state is reset
* This logic applies to the drawers for the dashboards

We also want to support this for views drawers, but we do that in a separate ticket.",,Release StackState,Remco Beckers,,5f0c19c95ee2c3002363e486,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@37e79bc6,,,,"{repository={count=59, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":59,""lastUpdated"":""2025-11-13T16:27:25.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitLab"":{""count"":59,""name"":""GitLab""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,A,1|hzz6qz:009cdsxt2a8y9028zyyxun662kkkho,,,,,,,,,,,,,,Dashboarding 15 & OTel mapping,Dashboarding 16 & OTel mapping,,,Borg,,,5.0,,,,,,,,,,2025-11-06 13:45:30.109,10107_*:*_1_*:*_1998841769_*|*_3_*:*_3_*:*_716056897_*|*_10004_*:*_2_*:*_425438272_*|*_10400_*:*_1_*:*_157174218_*|*_10401_*:*_1_*:*_0,,06/Nov/25 2:45 PM;5f0c19c95ee2c3002363e486;[Sam Jones|https://gitlab.com/sdjnes] mentioned this issue in [a merge request|https://gitlab.com/stackvista/stackstate/-/merge_requests/9331] of [StackVista / stackstate|https://gitlab.com/stackvista/stackstate] on branch [STAC-23499-dashboard-drawer-close-warning|https://gitlab.com/stackvista/stackstate/-/tree/STAC-23499-dashboard-drawer-close-warning]:{quote}Draft: STAC-23499 Keep unsaved changes in dashboard drawers when unintentionally closing them{quote},,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,Done,13/Nov/25 5:46 PM
"[Dashboards] Make custom ""Allow all"" value optional",STAC-23481,47208,User Story,Resolved,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,None,Done,Anton Ovechkin,61d2f4ebce3652006aaa23ca,Anton Ovechkin,61d2f4ebce3652006aaa23ca,Anton Ovechkin,61d2f4ebce3652006aaa23ca,02/Oct/25 11:23 AM,17/Oct/25 9:33 AM,,17/Oct/25 9:33 AM,,,,0,,,,,Anton Ovechkin,Release StackState,,61d2f4ebce3652006aaa23ca,5f0c19c95ee2c3002363e486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@33a6a09f,,,,"{repository={count=4, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":4,""lastUpdated"":""2025-10-16T21:53:58.000+0200"",""dataType"":""repository""},""byInstanceType"":{""GitLab"":{""count"":4,""name"":""GitLab""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,A,1|hzz6qz:009cdsxt2a8y9028zyyxun662kkkz5,,,,,,,,,,,,,,Dashboarding 14 & OTel mapping,,,,Borg,,,,,,,,,,,,,2025-10-16 13:46:06.214,10107_*:*_1_*:*_1224598264_*|*_3_*:*_1_*:*_23740456_*|*_10400_*:*_1_*:*_1197_*|*_10401_*:*_1_*:*_0,,16/Oct/25 3:46 PM;5f0c19c95ee2c3002363e486;[Anton Ovechkin|https://gitlab.com/suse.anton.ovechkin] mentioned this issue in [a merge request|https://gitlab.com/stackvista/stackstate/-/merge_requests/9289] of [StackVista / stackstate|https://gitlab.com/stackvista/stackstate] on branch [STAC-23481-make-allow-all-optional|https://gitlab.com/stackvista/stackstate/-/tree/STAC-23481-make-allow-all-optional]:{quote}STAC-23481 Add explicit `allowAllOptional` making `customAllValue`{quote},,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,Done,17/Oct/25 9:33 AM
[Dashboards] Sorting and other widget state disappears when scrolling the dashboard due to virtualization widgets,STAC-23452,46959,Bug,To Bulk,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,Medium,,,,rajukumar.macha,712020:05b3e11c-41bc-4bbd-aaf2-6a1139bf2a60,rajukumar.macha,712020:05b3e11c-41bc-4bbd-aaf2-6a1139bf2a60,25/Sep/25 1:29 PM,10/Dec/25 11:24 AM,,,,,,0,frontend,,"sorting disappear when a  widget is scrolled out of view on the dashboard

_Technical note_:",,rajukumar.macha,Samuel Jones,,712020:05b3e11c-41bc-4bbd-aaf2-6a1139bf2a60,712020:a950806e-86c0-42f7-b531-66e40f57b9ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@76abb567,,,,{},,,,,,,,,,,,,,,,A,1|i02nkf:oaz3h,,,,,,,,,,,,,,Dashboarding 13 & OTel topo,Team Borg - To refine,,,Borg,,,,,,,,,,,,,,,,15/Oct/25 5:13 PM;712020:05b3e11c-41bc-4bbd-aaf2-6a1139bf2a60;[~accountid:712020:a950806e-86c0-42f7-b531-66e40f57b9ee] I am not able to reproduce issue now.attached my  screen recording to this jira,,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,To Do,29/Sep/25 4:19 PM
[Gauge chart] adding default 2 thresholds,STAC-23451,46958,User Story,Resolved,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,None,Done,Samuel Jones,712020:a950806e-86c0-42f7-b531-66e40f57b9ee,rajukumar.macha,712020:05b3e11c-41bc-4bbd-aaf2-6a1139bf2a60,rajukumar.macha,712020:05b3e11c-41bc-4bbd-aaf2-6a1139bf2a60,25/Sep/25 1:21 PM,22/Oct/25 9:32 AM,,22/Oct/25 9:32 AM,,,,0,,,"As a Dashboard user
I want to create a gauge widget
such that I can visualize a single descriptive value of a metric (often this happens in business level dashboards)



below feature on this story [https://stackstate.atlassian.net/browse/STAC-22789|https://stackstate.atlassian.net/browse/STAC-22789|smart-link] . as part of this story we are going add below items to gauge chart and adding perces screenshot to this jira



!image-20250527-124223.png|width=606,height=561,alt=""image-20250527-124223.png""!

* By default we should have 2 thresholds as shown in the screenshot at 0.9 and 0.8 with colors red and orange, for the default unit of {{percent (0.0-1.0)}} and a max of 1.0.
* There is a “Default” color selection for the non-threshold part of the gauge. The color is green (see also Perses UI)",,rajukumar.macha,Release StackState,,712020:05b3e11c-41bc-4bbd-aaf2-6a1139bf2a60,5f0c19c95ee2c3002363e486,,,,,,,,,,,,,,,,,,,,,,,25/Sep/25 1:24 PM;15b410eb-b968-438b-a045-b0a2ad79c02e;image-20250527-124223.png;https://stackstate.atlassian.net/rest/api/3/attachment/content/25211,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6ca07197,,,,"{repository={count=5, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":5,""lastUpdated"":""2025-10-21T14:39:13.000+0200"",""dataType"":""repository""},""byInstanceType"":{""GitLab"":{""count"":5,""name"":""GitLab""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,A,1|hzz6qz:009cdsxt2a8y9028zyyxun662kkkhm,,,,,,,,,,,,,,Dashboarding 15 & OTel mapping,,,,Borg,,,1.0,,,,,,,"*User Story*
{panel}
As a ... 
I want to ...
such that I can ...
{panel}

*Acceptance Criteria*

* Authorization Requirements *

*Failure Modes*

*Documentation Impact*

*INVEST Check*

A good user story should be:

""I"" ndependent (of all others)
""N"" egotiable (not a specific contract for features)
""V"" aluable (or vertical)
""E"" stimable (to a good approximation)
""S"" mall (so as to fit within an iteration)
""T"" estable (in principle, even if there isn't a test for it yet)

*Refinement Notes*

*Notes*
",,,2025-10-21 10:41:53.144,10107_*:*_1_*:*_2168591828_*|*_3_*:*_1_*:*_75520583_*|*_10400_*:*_1_*:*_72909835_*|*_10401_*:*_1_*:*_0,,21/Oct/25 12:41 PM;5f0c19c95ee2c3002363e486;[Sam Jones|https://gitlab.com/sdjnes] mentioned this issue in [a merge request|https://gitlab.com/stackvista/stackstate/-/merge_requests/9295] of [StackVista / stackstate|https://gitlab.com/stackvista/stackstate] on branch [STAC-23451-change-gauge-thresholds-defaults|https://gitlab.com/stackvista/stackstate/-/tree/STAC-23451-change-gauge-thresholds-defaults]:{quote}STAC-23451 Add default thresholds for GaugeChart{quote},,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,Done,22/Oct/25 9:32 AM
[Dashboards] Table widget,STAC-23450,46956,User Story,Closed,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,Medium,Won't Do,,,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,25/Sep/25 1:18 PM,09/Dec/25 9:45 AM,,09/Dec/25 9:45 AM,,,,0,,,The table widget is used in quite a few Grafana dashboards,,Remco Beckers,,,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@196110d3,,,,{},,,,,,,,,,,,,,,,A,1|i02pn3:,,,,,,,,,,,,,,,,,,Borg,,,,,,,,,,,,,,10107_*:*_1_*:*_6470825735_*|*_6_*:*_1_*:*_0,,"09/Dec/25 9:45 AM;557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa;Won't do now, maybe later depending on user feedback about the most important issues",,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,Done,09/Dec/25 9:45 AM
[Dashboards] Example dashboard: Current Data ingestion,STAC-23449,46954,User Story,In Progress,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,High,,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,25/Sep/25 1:14 PM,09/Dec/25 5:01 PM,,,,,,0,general,,"When dashboards are released we should have some example dashboards that we include. This can be either dashboards in our Kubernetes / OpenTelemetry stackpacks that provide useful information for our users, or it can be examples that we make available as part of our documentation and StackPack 2 default template. It is much preferred however to have some dashboards in our own stackpacks.

What are dashboards that we would want to provide out-of-the-box? Inspiration from Grafana? Note that most of the Prometheus Operator Grafana dashboards are covered by SUSE Observability highlight pages instead:

*Acceptance criteria*

* Dashboard for monitoring data ingestion. The goal is to get clear current usage reporting at a functional level (so it can also be used to recognize suggested profile sizes etc).
** Metrics on agents
** Metrics on otel collectors
** Ingested data volume on our own API (can we use stackstate-local metrics for this?)
* A Sizing and/or Capacity planning (in 1 or 2 dashboards), this can be an extended version of the namespace highlight page and metrics. We can use this (and customers can use this) when problems are reported with sizing and/or disk space and other resource usage.
* We suggest a dashboard per capability that can be used during troubleshooting :
** Topology
** Metrics
** Traces
** Logs
** Where for each capability the entire data ingestion flow is covered, from agent/collector down to stackgraph/clickhouse/victoria-metrics.
* Also ask team Marvin for input, especially on the agent.
* We want to keep the dashboards limited in size to not overwhelm users. So aim for ~10 widgets per dashboards. Also don’t try to put many timeseries in a single chart.
* The dashboards are added to the SUSE Observability stackpack",,Remco Beckers,,,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,,,,,,,,,,,,,,,,STAC-23448,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@42b15686,,,,"{repository={count=2, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":2,""lastUpdated"":""2025-10-08T12:45:42.000+0200"",""dataType"":""repository""},""byInstanceType"":{""GitLab"":{""count"":2,""name"":""GitLab""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,A,1|i02vcz:,,,,,,,,,,,,,,Dashboards release?,,,,Borg,,,5.0,,,,,,,,,,,,,,,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,In Progress,09/Dec/25 5:01 PM
[Dashboards] Release ,STAC-23448,46953,User Story,To Bulk,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,High,,,,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,25/Sep/25 1:09 PM,08/Dec/25 9:42 AM,,,,,,0,general,,"Prepare for releasing Dashboards:

* Remove feature flags from DTO and Domain model types
* We keep the feature flag in the configuration for the time being, but enable it by default
* Make sure that the Helm chart also enables the dashboards by default (or at least doesn’t override the configured default)
* Verify:
** Dashboards can be created/edited via
*** the UI
*** StackPacks
*** the Cli",,Remco Beckers,,,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,,,,,,,,,,,,,STAC-23449,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6d2dcbf4,,,,{},,,,,,,,,,,,,,,,A,1|i02vd1:,,,,,,,,,,,,,,Dashboards release?,,,,Borg,,,3.0,,,,,,,,,,,,,,,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,To Do,25/Sep/25 1:09 PM
[Dashboards] Fix the UI/UX feedback that's still left (collected in the design hour doc),STAC-23412,46654,User Story,Closed,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,High,Done,Samuel Jones,712020:a950806e-86c0-42f7-b531-66e40f57b9ee,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,18/Sep/25 10:43 AM,28/Oct/25 9:36 AM,,28/Oct/25 9:36 AM,,,,0,,,"We have a list of things that have been discussed during design hour [here|https://docs.google.com/document/d/1vz8BQaVnhvpdTtd1PzplSrsQTBsdpwZhI9kfyZnbJ7w/edit?tab=t.0#heading=h.19pv5uncear2]. Some of these things have been included right away, others have not yet been done.

*Acceptance criteria*

* Go through the document and identify what still needs to be done
* One sub-task for the small tweaks
* For bigger changes we add individual sub-tasks",,Remco Beckers,,,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@28a9fed7,,,,{},,,,,,,,,,,,,,,,A,1|hzz6qz:009cdsxt2a8y9028zyyxun662kkken,,,,,,,,,,,,,,Dashboarding 15 & OTel mapping,,,,Borg,,,2.0,,,,,,,,,,,10107_*:*_1_*:*_3375175110_*|*_3_*:*_1_*:*_15410395_*|*_10400_*:*_1_*:*_0,,,,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,Done,28/Oct/25 9:36 AM
[Dashboards] Render Gauge label,STAC-23409,46648,User Story,Closed,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,None,Done,Samuel Jones,712020:a950806e-86c0-42f7-b531-66e40f57b9ee,Anton Ovechkin,61d2f4ebce3652006aaa23ca,Anton Ovechkin,61d2f4ebce3652006aaa23ca,18/Sep/25 9:33 AM,23/Sep/25 4:38 PM,,22/Sep/25 3:22 PM,,,,0,frontend,,"The time series labels are missing in the Gauge widget’s charts. Without the labels it is not clear which gauge chart shows what. Compare with the Stat widget:



!Screenshot 2025-09-19 at 15.04.44.png|width=1690,height=481,alt=""Screenshot 2025-09-19 at 15.04.44.png""!",,Anton Ovechkin,Release StackState,,61d2f4ebce3652006aaa23ca,5f0c19c95ee2c3002363e486,,,,,,,,,,,,,,,,,,,,,,,19/Sep/25 3:04 PM;ug:07e0acc9-abd6-43d9-9701-35b440909661;Screenshot 2025-09-19 at 15.04.44.png;https://stackstate.atlassian.net/rest/api/3/attachment/content/25114,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4e30c1d3,,,,"{repository={count=5, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":5,""lastUpdated"":""2025-09-23T17:02:52.000+0200"",""dataType"":""repository""},""byInstanceType"":{""GitLab"":{""count"":5,""name"":""GitLab""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,A,1|hzz6kn:zzzzzzzzz020zri,,,,,,,,,,,,,,Team Marvin - RBAC Release,Dashboarding 13 & OTel topo,,,Borg,,,,,,,,,,,,,2025-09-22 07:11:29.237,10107_*:*_1_*:*_106355589_*|*_3_*:*_1_*:*_238040910_*|*_10400_*:*_1_*:*_0,,22/Sep/25 9:11 AM;5f0c19c95ee2c3002363e486;[Sam Jones|https://gitlab.com/sdjnes] mentioned this issue in [a merge request|https://gitlab.com/stackvista/stackstate/-/merge_requests/9242] of [StackVista / stackstate|https://gitlab.com/stackvista/stackstate] on branch [STAC-23409-gauge-labels|https://gitlab.com/stackvista/stackstate/-/tree/STAC-23409-gauge-labels]:{quote}STAC-23409 Extract the label to be used in both stat and gauge{quote},23/Sep/25 4:38 PM;5f0c19c95ee2c3002363e486;[Sam Jones|https://gitlab.com/sdjnes] mentioned this issue in [a merge request|https://gitlab.com/stackvista/stackstate/-/merge_requests/9246] of [StackVista / stackstate|https://gitlab.com/stackvista/stackstate] on branch [STAC-23409-gauge-label-tweak|https://gitlab.com/stackvista/stackstate/-/tree/STAC-23409-gauge-label-tweak]:{quote}STAC-23409 Fix gauge label sizing{quote},,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,Done,22/Sep/25 3:22 PM
[Placeholder] Support dashboard widget options for metrics also on metric bindings,STAC-23408,46646,User Story,Closed,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,None,Duplicate,,,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,Remco Beckers,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,18/Sep/25 9:12 AM,24/Nov/25 8:50 AM,,24/Nov/25 8:50 AM,,,,0,,,"The dashboard widgets now have multiple rendering options for metrics: Timeseries , Gauge, Stat charts. Each of these charts have many options. 

Metric bindings don’t support Gauge and Stat and don’t have options like configuring thresholds and many more customizations. Also the Metric explorer and metric inspector cannot show the Gauge and Stat charts (so for now when expanding a Stat/Gauge it will show it as a timeseries chart).

Create an epic to implement this. It is a likely question to come up sooner than later. Especially to support the gauge and stats widgets.",,Remco Beckers,,,557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@d4e7370,,,,{},,,,,,,,,,,,,,,,A,1|hzz6kn:zzzzzzzzz02r,,,,,,,,,,,,,,,,,,Borg,,,,,,,,,,,,,,10107_*:*_1_*:*_5791112830_*|*_6_*:*_1_*:*_0,,24/Nov/25 8:50 AM;557058:fc82be0d-ff60-45e9-bb3f-9492ad8305aa;Replaced by epic STAC-23830,,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,Done,24/Nov/25 8:50 AM
[Dashboards] Connect refetch to widgets,STAC-23342,46187,User Story,Resolved,STAC,StackState Backlog,software,Mark Bakker,557058:6a6da778-1d40-416c-95b8-2ad35dec7b9d,,,High,Done,Anton Ovechkin,61d2f4ebce3652006aaa23ca,Anton Ovechkin,61d2f4ebce3652006aaa23ca,Anton Ovechkin,61d2f4ebce3652006aaa23ca,09/Sep/25 4:41 PM,08/Oct/25 2:16 PM,,08/Oct/25 2:16 PM,,,,0,,,"*Acceptance Criteria*

* Each widget updates whenever its query is ready
* Each widget has its own, to be designed, indication that it is fetching data (like a spinner), but the data should still be fully visible and accessbile to the user (i.e. don’t block the UI with the spinner)
* Every widget should begin the fetch of new data at the same moment (you can also look at Grafana for an example)",,Anton Ovechkin,Release StackState,,61d2f4ebce3652006aaa23ca,5f0c19c95ee2c3002363e486,,,,,,,,,,,,,,,,,,STAC-22847,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@40a93eec,,,,"{repository={count=26, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":26,""lastUpdated"":""2025-10-07T14:06:48.000+0200"",""dataType"":""repository""},""byInstanceType"":{""GitLab"":{""count"":26,""name"":""GitLab""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,A,1|i02sj2:y,,,,,,,,,,,,,,Dashboarding 13 & OTel topo,Dashboarding 14 & OTel mapping,,,Borg,,,5.0,,,,,,,,,,2025-10-01 07:07:06.895,10107_*:*_1_*:*_1726747577_*|*_3_*:*_1_*:*_157093764_*|*_10400_*:*_1_*:*_596024238_*|*_10401_*:*_1_*:*_0,,01/Oct/25 9:07 AM;5f0c19c95ee2c3002363e486;[Anton Ovechkin|https://gitlab.com/suse.anton.ovechkin] mentioned this issue in [a merge request|https://gitlab.com/stackvista/stackstate/-/merge_requests/9257] of [StackVista / stackstate|https://gitlab.com/stackvista/stackstate] on branch [STAC-23342-connect-refresh|https://gitlab.com/stackvista/stackstate/-/tree/STAC-23342-connect-refresh]:{quote}Draft: STAC-23342 Connect dashboard refresh control to widgets{quote},,,,,,,,38662,STAC-22375,Dashboards as 1st class citizen,Done,08/Oct/25 2:16 PM
